no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal,tahun_lahir,generasi,profit_per_item,total_profit,total_revenue
BON01205,PEL01646,2024-10-22,Tangerang,PRD00054,20,5,5,no,Lia LVW,P,1976-12-27,Laptop,Apple,17750000.0,15174836.0,1976,Gen X,2575164.0,51503280.0,355000000.0
BON01206,PEL00354,2022-11-21,Bogor,PRD00014,23,15,5,no,Rina ZTH,P,1992-08-09,Monitor,Eizo,750000.0,557724.0,1992,Milenial,192276.0,4422348.0,17250000.0
BON01207,PEL00433,2022-01-23,Bekasi,PRD00016,24,10,1,yes,Rina IWY,P,1993-07-08,Keyboard,Canon,1100000.0,902572.0,1993,Milenial,197428.0,4738272.0,26400000.0
BON01208,PEL01473,2024-05-27,Depok,PRD00073,27,10,3,no,Tina VXY,P,2000-05-23,PC Rakitan,MJ019,24000000.0,18575188.0,2000,Gen Z,5424812.0,146469924.0,648000000.0
BON01209,PEL01167,2021-03-08,Bogor,PRD00010,30,15,3,no,Dedi VMH,L,1996-09-14,Monitor,BenQ,1950000.0,1409393.0,1996,Gen Z,540607.0,16218210.0,58500000.0
BON01210,PEL00419,2021-12-20,Bogor,PRD00042,66,25,2,no,Rudi SJT,L,1990-12-16,Speaker,Robot,1500000.0,1241712.0,1990,Milenial,258288.0,17047008.0,99000000.0
BON01211,PEL01139,2023-01-11,Tangerang,PRD00053,18,10,5,no,Lia ZFW,P,1991-02-03,Laptop,Razer,13000000.0,10909656.0,1991,Milenial,2090344.0,37626192.0,234000000.0
BON01212,PEL01547,2024-07-08,Bandung,PRD00064,29,10,2,no,Joko MWG,L,1966-02-12,PC Rakitan,MJ010,22500000.0,19841079.0,1966,Gen X,2658921.0,77108709.0,652500000.0
BON01213,PEL00593,2023-03-19,Tangerang,PRD00035,20,0,5,no,Lia UXT,P,1986-10-07,Printer,Panasonic,2000000.0,1788056.0,1986,Milenial,211944.0,4238880.0,40000000.0
BON01215,PEL01434,2021-08-12,Tangerang,PRD00019,24,0,3,no,Dewi AJQ,P,1974-01-17,Keyboard,Brother,1150000.0,843532.0,1974,Gen X,306468.0,7355232.0,27600000.0
BON01216,PEL01826,2021-12-21,Depok,PRD00036,51,25,1,yes,Sari DOL,P,1994-05-27,Speaker,JBL,1200000.0,807918.0,1994,Milenial,392082.0,19996182.0,61200000.0
BON01219,PEL01771,2023-01-06,Jakarta,PRD00006,17,5,5,no,Tina EVC,P,1984-10-14,Monitor,LG,1900000.0,1147364.0,1984,Milenial,752636.0,12794812.0,32300000.0
BON01220,PEL00595,2023-02-09,Jakarta,PRD00050,22,10,3,no,Rina AAC,P,1987-04-22,Laptop,MSI,19750000.0,17633164.0,1987,Milenial,2116836.0,46570392.0,434500000.0
BON01221,PEL00729,2024-02-14,Bandung,PRD00064,18,5,3,no,Joko RCM,L,1969-08-09,PC Rakitan,MJ010,22500000.0,19841079.0,1969,Gen X,2658921.0,47860578.0,405000000.0
BON01222,PEL01265,2024-06-24,Bekasi,PRD00016,11,10,1,yes,Tina MOJ,P,1976-02-25,Keyboard,Canon,1100000.0,902572.0,1976,Gen X,197428.0,2171708.0,12100000.0
BON01223,PEL00630,2024-04-20,Bandung,PRD00045,23,0,3,no,Sari VLZ,P,1968-12-19,Laptop,Acer,5000000.0,4016132.0,1968,Gen X,983868.0,22628964.0,115000000.0
BON01226,PEL00081,2025-02-10,Tangerang,PRD00059,18,0,5,no,Agus ABG,L,1971-06-10,PC Rakitan,MJ005,29000000.0,22230419.0,1971,Gen X,6769581.0,121852458.0,522000000.0
BON01228,PEL00951,2021-07-06,Bandung,PRD00041,25,10,4,no,Rudi WFI,L,1981-03-23,Speaker,Advance,900000.0,624242.0,1981,Milenial,275758.0,6893950.0,22500000.0
BON01229,PEL01833,2021-11-10,Bogor,PRD00035,22,0,2,no,Budi TGA,L,1983-04-08,Printer,Panasonic,2000000.0,1788056.0,1983,Milenial,211944.0,4662768.0,44000000.0
BON01230,PEL00089,2024-03-22,Bandung,PRD00028,30,0,5,no,Joko XTR,L,1982-01-27,Printer,HP,2800000.0,1776707.0,1982,Milenial,1023293.0,30698790.0,84000000.0
BON01231,PEL00237,2023-09-20,Tangerang,PRD00045,24,0,1,yes,Dedi RNN,L,2004-06-16,Laptop,Acer,5000000.0,4016132.0,2004,Gen Z,983868.0,23612832.0,120000000.0
BON01232,PEL00262,2022-04-02,Bogor,PRD00043,30,0,4,no,Tina WVS,P,1967-10-27,Speaker,Simbadda,1000000.0,619214.0,1967,Gen X,380786.0,11423580.0,30000000.0
BON01233,PEL01915,2024-02-28,Depok,PRD00035,27,5,1,yes,Agus YTF,L,1968-11-24,Printer,Panasonic,2000000.0,1788056.0,1968,Gen X,211944.0,5722488.0,54000000.0
BON01234,PEL00956,2024-09-20,Tangerang,PRD00017,22,15,1,yes,Rina HZY,P,1979-09-20,Keyboard,Epson,1250000.0,983813.0,1979,Gen X,266187.0,5856114.0,27500000.0
BON01235,PEL00003,2024-05-05,Tangerang,PRD00001,20,0,5,no,Sari FUM,P,1991-05-28,Mouse,Logitech,125000.0,107423.0,1991,Milenial,17577.0,351540.0,2500000.0
BON01236,PEL01529,2023-12-14,Bekasi,PRD00026,31,25,1,yes,Sari EHU,P,1990-06-11,Printer,Canon,1800000.0,1375032.0,1990,Milenial,424968.0,13174008.0,55800000.0
BON01237,PEL00280,2023-01-21,Tangerang,PRD00045,21,0,1,yes,Lia YQN,P,1974-02-09,Laptop,Acer,5000000.0,4016132.0,1974,Gen X,983868.0,20661228.0,105000000.0
BON01238,PEL00294,2022-10-11,Depok,PRD00022,20,0,2,no,Dewi OQE,P,2001-12-04,Keyboard,Lexmark,550000.0,477099.0,2001,Gen Z,72901.0,1458020.0,11000000.0
BON01239,PEL00821,2023-01-20,Bogor,PRD00023,16,15,5,no,Agus DFP,L,1999-03-08,Keyboard,Ricoh,450000.0,375091.0,1999,Gen Z,74909.0,1198544.0,7200000.0
BON01240,PEL00084,2022-11-13,Tangerang,PRD00031,17,15,2,no,Lia KDN,P,1996-11-10,Printer,Xerox,2700000.0,1999288.0,1996,Gen Z,700712.0,11912104.0,45900000.0
BON01241,PEL00829,2021-09-06,Depok,PRD00018,22,5,3,no,Tina OIK,P,2004-04-16,Keyboard,HP,800000.0,605976.0,2004,Gen Z,194024.0,4268528.0,17600000.0
BON01242,PEL01134,2021-03-07,Jakarta,PRD00012,28,10,1,yes,Budi ONS,L,1978-05-21,Monitor,MSI,1800000.0,1596299.0,1978,Gen X,203701.0,5703628.0,50400000.0
BON01243,PEL00153,2022-04-24,Bogor,PRD00037,25,10,1,yes,Sari BSF,P,1974-09-21,Speaker,Sony,700000.0,589264.0,1974,Gen X,110736.0,2768400.0,17500000.0
BON01244,PEL00881,2022-02-02,Bekasi,PRD00030,19,15,3,no,Dewi RLX,P,1977-08-23,Printer,Samsung,2700000.0,1800182.0,1977,Gen X,899818.0,17096542.0,51300000.0
BON01246,PEL01832,2025-01-12,Depok,PRD00001,30,0,1,yes,Dedi TIZ,L,2002-03-07,Mouse,Logitech,125000.0,107423.0,2002,Gen Z,17577.0,527310.0,3750000.0
BON01247,PEL00198,2024-06-21,Bekasi,PRD00009,11,15,3,no,Joko LIY,L,1987-02-12,Monitor,Samsung,1600000.0,1139107.0,1987,Milenial,460893.0,5069823.0,17600000.0
BON01248,PEL00423,2022-08-12,Bogor,PRD00005,13,10,4,no,Lia ZJJ,P,1993-12-27,Mouse,Microsoft,225000.0,178221.0,1993,Milenial,46779.0,608127.0,2925000.0
BON01249,PEL01815,2025-03-05,Jakarta,PRD00046,19,15,5,no,Agus CXV,L,1975-12-08,Laptop,ASUS,12000000.0,10206638.0,1975,Gen X,1793362.0,34073878.0,228000000.0
BON01250,PEL01765,2023-10-16,Bekasi,PRD00030,22,15,3,no,Agus YNM,L,1969-03-11,Printer,Samsung,2700000.0,1800182.0,1969,Gen X,899818.0,19795996.0,59400000.0
BON01251,PEL01933,2022-03-13,Depok,PRD00023,14,0,5,no,Sari EIM,P,1981-10-08,Keyboard,Ricoh,450000.0,375091.0,1981,Milenial,74909.0,1048726.0,6300000.0
BON01252,PEL00910,2024-05-16,Depok,PRD00060,10,15,3,no,Rudi ULM,L,1997-03-06,PC Rakitan,MJ006,27500000.0,19653764.0,1997,Gen Z,7846236.0,78462360.0,275000000.0
BON01253,PEL01005,2022-06-12,Tangerang,PRD00001,23,0,2,no,Budi KTD,L,2001-03-23,Mouse,Logitech,125000.0,107423.0,2001,Gen Z,17577.0,404271.0,2875000.0
BON01254,PEL00547,2021-02-14,Bekasi,PRD00025,16,10,1,yes,Dedi PRQ,L,1991-10-13,Keyboard,Panasonic,400000.0,287728.0,1991,Milenial,112272.0,1796352.0,6400000.0
BON01255,PEL01350,2023-07-03,Depok,PRD00010,11,5,4,no,Sari ZHM,P,1989-10-15,Monitor,BenQ,1950000.0,1409393.0,1989,Milenial,540607.0,5946677.0,21450000.0
BON01256,PEL01201,2024-03-06,Bandung,PRD00063,27,15,1,yes,Agus KOG,L,1973-04-03,PC Rakitan,MJ009,23500000.0,18708453.0,1973,Gen X,4791547.0,129371769.0,634500000.0
BON01257,PEL00952,2023-10-03,Jakarta,PRD00003,13,5,5,no,Tina HMX,P,1972-09-08,Mouse,SteelSeries,450000.0,358724.0,1972,Gen X,91276.0,1186588.0,5850000.0
BON01258,PEL00727,2023-05-26,Jakarta,PRD00006,11,10,5,no,Lia BUH,P,2003-08-03,Monitor,LG,1900000.0,1147364.0,2003,Gen Z,752636.0,8278996.0,20900000.0
BON01259,PEL01230,2022-06-13,Bandung,PRD00016,20,10,2,no,Dedi HSD,L,1980-06-01,Keyboard,Canon,1100000.0,902572.0,1980,Milenial,197428.0,3948560.0,22000000.0
BON01260,PEL01080,2024-11-07,Tangerang,PRD00073,27,0,5,no,Sari SAH,P,1980-01-27,PC Rakitan,MJ019,24000000.0,18575188.0,1980,Milenial,5424812.0,146469924.0,648000000.0
BON01261,PEL01316,2022-08-07,Bogor,PRD00013,23,10,1,yes,Budi EWT,L,1981-08-08,Monitor,Gigabyte,1100000.0,754049.0,1981,Milenial,345951.0,7956873.0,25300000.0
BON01262,PEL01622,2025-03-24,Bekasi,PRD00071,30,5,1,yes,Dewi HOC,P,1998-10-18,PC Rakitan,MJ017,25000000.0,19070970.0,1998,Gen Z,5929030.0,177870900.0,750000000.0
BON01263,PEL00280,2021-09-09,Bogor,PRD00029,18,0,3,no,Lia YQN,P,1974-02-09,Printer,Brother,900000.0,607976.0,1974,Gen X,292024.0,5256432.0,16200000.0
BON01264,PEL00842,2023-08-01,Tangerang,PRD00034,29,10,2,no,Dewi GGX,P,2003-01-26,Printer,Kyocera,2200000.0,1936263.0,2003,Gen Z,263737.0,7648373.0,63800000.0
BON01265,PEL00067,2023-08-19,Bekasi,PRD00024,24,0,1,yes,Dewi YZE,P,2005-08-21,Keyboard,Kyocera,850000.0,759960.0,2005,Gen Z,90040.0,2160960.0,20400000.0
BON01266,PEL00561,2025-06-21,Bogor,PRD00064,17,15,1,yes,Rudi OPS,L,1976-01-06,PC Rakitan,MJ010,22500000.0,19841079.0,1976,Gen X,2658921.0,45201657.0,382500000.0
BON01267,PEL01175,2023-01-09,Depok,PRD00032,11,0,5,no,Tina USE,P,1971-01-01,Printer,Lexmark,2500000.0,1828761.0,1971,Gen X,671239.0,7383629.0,27500000.0
BON01268,PEL01177,2024-09-24,Bogor,PRD00070,26,10,3,no,Lia GBN,P,1997-10-21,PC Rakitan,MJ016,13000000.0,8799189.0,1997,Gen Z,4200811.0,109221086.0,338000000.0
BON01269,PEL00016,2022-08-10,Bandung,PRD00010,22,10,4,no,Budi WET,L,1988-09-18,Monitor,BenQ,1950000.0,1409393.0,1988,Milenial,540607.0,11893354.0,42900000.0
BON01271,PEL00087,2021-02-19,Tangerang,PRD00039,18,10,3,no,Rudi MGC,L,1977-10-20,Speaker,Logitech,900000.0,573618.0,1977,Gen X,326382.0,5874876.0,16200000.0
BON01272,PEL00369,2024-04-18,Bekasi,PRD00006,28,0,5,no,Lia RLB,P,1991-03-18,Monitor,LG,1900000.0,1147364.0,1991,Milenial,752636.0,21073808.0,53200000.0
BON01273,PEL00822,2024-06-27,Bekasi,PRD00073,12,15,2,no,Dedi XEN,L,1974-09-12,PC Rakitan,MJ019,24000000.0,18575188.0,1974,Gen X,5424812.0,65097744.0,288000000.0
BON01274,PEL01348,2021-05-02,Bandung,PRD00044,25,5,2,no,Tina PFK,P,1992-03-07,Speaker,Polytron,200000.0,162998.0,1992,Milenial,37002.0,925050.0,5000000.0
BON01275,PEL01620,2025-01-15,Tangerang,PRD00070,19,10,5,no,Rina LST,P,1972-08-02,PC Rakitan,MJ016,13000000.0,8799189.0,1972,Gen X,4200811.0,79815409.0,247000000.0
BON01276,PEL01875,2022-12-01,Depok,PRD00037,67,25,2,no,Rina IQB,P,1998-02-11,Speaker,Sony,700000.0,589264.0,1998,Gen Z,110736.0,7419312.0,46900000.0
BON01277,PEL00648,2023-02-28,Jakarta,PRD00009,30,15,4,no,Lia IPC,P,1978-10-24,Monitor,Samsung,1600000.0,1139107.0,1978,Gen X,460893.0,13826790.0,48000000.0
BON01278,PEL01974,2023-12-21,Bekasi,PRD00021,80,25,1,yes,Agus TBE,L,2005-10-08,Keyboard,Xerox,750000.0,514953.0,2005,Gen Z,235047.0,18803760.0,60000000.0
BON01279,PEL01341,2023-08-09,Bogor,PRD00030,14,5,3,no,Tina LMX,P,1969-08-27,Printer,Samsung,2700000.0,1800182.0,1969,Gen X,899818.0,12597452.0,37800000.0
BON01281,PEL00717,2024-11-12,Bekasi,PRD00033,28,0,4,no,Lia DDQ,P,1995-09-16,Printer,Ricoh,1800000.0,1412073.0,1995,Gen Z,387927.0,10861956.0,50400000.0
BON01282,PEL01580,2025-05-27,Bogor,PRD00011,21,15,2,no,Rina MHV,P,1978-05-18,Monitor,Acer,1000000.0,747733.0,1978,Gen X,252267.0,5297607.0,21000000.0
BON01283,PEL01283,2022-02-23,Jakarta,PRD00001,20,5,3,no,Dewi BBF,P,1969-10-18,Mouse,Logitech,125000.0,107423.0,1969,Gen X,17577.0,351540.0,2500000.0
BON01284,PEL01664,2021-09-06,Tangerang,PRD00040,25,0,5,no,Budi WIV,L,1970-10-03,Speaker,Harman Kardon,500000.0,359780.0,1970,Gen X,140220.0,3505500.0,12500000.0
BON01285,PEL00843,2024-06-02,Bogor,PRD00017,29,15,2,no,Tina FVR,P,1996-09-24,Keyboard,Epson,1250000.0,983813.0,1996,Gen Z,266187.0,7719423.0,36250000.0
BON01286,PEL00483,2023-01-07,Bogor,PRD00017,19,15,3,no,Agus GIC,L,1991-11-24,Keyboard,Epson,1250000.0,983813.0,1991,Milenial,266187.0,5057553.0,23750000.0
BON01287,PEL01692,2022-11-08,Tangerang,PRD00023,26,10,1,yes,Dewi OPG,P,1975-12-08,Keyboard,Ricoh,450000.0,375091.0,1975,Gen X,74909.0,1947634.0,11700000.0
BON01288,PEL01394,2023-12-01,Jakarta,PRD00015,67,25,4,no,Rudi GYA,L,1978-04-21,Monitor,ViewSonic,1950000.0,1227395.0,1978,Gen X,722605.0,48414535.0,130650000.0
BON01290,PEL01203,2021-09-06,Bandung,PRD00019,15,5,4,no,Sari LXR,P,2001-08-15,Keyboard,Brother,1150000.0,843532.0,2001,Gen Z,306468.0,4597020.0,17250000.0
BON01291,PEL01972,2022-05-10,Bandung,PRD00032,12,0,1,yes,Sari XWU,P,1965-03-19,Printer,Lexmark,2500000.0,1828761.0,1965,Gen X,671239.0,8054868.0,30000000.0
BON01292,PEL01832,2025-01-26,Bekasi,PRD00066,12,5,1,yes,Dedi TIZ,L,2002-03-07,PC Rakitan,MJ012,17500000.0,15168212.0,2002,Gen Z,2331788.0,27981456.0,210000000.0
BON01293,PEL00305,2024-11-28,Jakarta,PRD00033,11,10,3,no,Agus JZM,L,1998-01-27,Printer,Ricoh,1800000.0,1412073.0,1998,Gen Z,387927.0,4267197.0,19800000.0
BON01295,PEL01186,2022-11-25,Depok,PRD00036,23,0,2,no,Joko SVU,L,1967-11-15,Speaker,JBL,1200000.0,807918.0,1967,Gen X,392082.0,9017886.0,27600000.0
BON01296,PEL00656,2021-02-22,Bandung,PRD00027,23,10,5,no,Budi VTE,L,1994-11-02,Printer,Epson,1800000.0,1129863.0,1994,Milenial,670137.0,15413151.0,41400000.0
BON01298,PEL01065,2023-03-19,Tangerang,PRD00051,19,5,2,no,Joko LIW,L,1977-05-22,Laptop,Samsung,9500000.0,7390128.0,1977,Gen X,2109872.0,40087568.0,180500000.0
BON01299,PEL00787,2025-01-07,Depok,PRD00006,28,10,1,yes,Agus KCX,L,1965-06-19,Monitor,LG,1900000.0,1147364.0,1965,Gen X,752636.0,21073808.0,53200000.0
BON01300,PEL01020,2022-07-13,Bogor,PRD00040,13,10,5,no,Sari MXX,P,1987-08-28,Speaker,Harman Kardon,500000.0,359780.0,1987,Milenial,140220.0,1822860.0,6500000.0
BON01301,PEL01791,2024-04-08,Depok,PRD00034,21,10,3,no,Tina QVZ,P,2001-12-24,Printer,Kyocera,2200000.0,1936263.0,2001,Gen Z,263737.0,5538477.0,46200000.0
BON01303,PEL01998,2021-10-25,Bandung,PRD00003,20,0,1,yes,Dedi FQP,L,1992-12-11,Mouse,SteelSeries,450000.0,358724.0,1992,Milenial,91276.0,1825520.0,9000000.0
BON01304,PEL00361,2021-05-26,Depok,PRD00032,25,15,3,no,Rudi STJ,L,1990-03-17,Printer,Lexmark,2500000.0,1828761.0,1990,Milenial,671239.0,16780975.0,62500000.0
BON01305,PEL01065,2025-02-08,Bogor,PRD00060,16,5,1,yes,Joko LIW,L,1977-05-22,PC Rakitan,MJ006,27500000.0,19653764.0,1977,Gen X,7846236.0,125539776.0,440000000.0
BON01306,PEL00565,2024-06-23,Depok,PRD00018,13,0,2,no,Rina UDK,P,1996-02-12,Keyboard,HP,800000.0,605976.0,1996,Gen Z,194024.0,2522312.0,10400000.0
BON01307,PEL00192,2025-06-17,Bogor,PRD00047,21,0,4,no,Joko KJI,L,1994-08-05,Laptop,HP,4750000.0,3623315.0,1994,Milenial,1126685.0,23660385.0,99750000.0
BON01308,PEL01662,2023-01-05,Bandung,PRD00033,14,15,4,no,Tina XCJ,P,1986-07-08,Printer,Ricoh,1800000.0,1412073.0,1986,Milenial,387927.0,5430978.0,25200000.0
BON01309,PEL00590,2021-09-13,Bandung,PRD00028,25,5,1,yes,Budi OYJ,L,1997-03-10,Printer,HP,2800000.0,1776707.0,1997,Gen Z,1023293.0,25582325.0,70000000.0
BON01310,PEL00883,2022-03-05,Bogor,PRD00020,24,0,2,no,Rina NWG,P,1980-01-07,Keyboard,Samsung,600000.0,501505.0,1980,Milenial,98495.0,2363880.0,14400000.0
BON01312,PEL00725,2021-01-18,Jakarta,PRD00003,25,5,3,no,Joko OOW,L,1996-09-10,Mouse,SteelSeries,450000.0,358724.0,1996,Gen Z,91276.0,2281900.0,11250000.0
BON01313,PEL01301,2023-12-02,Bekasi,PRD00027,30,25,2,no,Budi EXR,L,1997-12-08,Printer,Epson,1800000.0,1129863.0,1997,Gen Z,670137.0,20104110.0,54000000.0
BON01314,PEL01482,2022-07-10,Bandung,PRD00042,10,10,3,no,Budi QXL,L,2000-05-23,Speaker,Robot,1500000.0,1241712.0,2000,Gen Z,258288.0,2582880.0,15000000.0
BON01315,PEL00265,2024-07-06,Tangerang,PRD00059,24,15,1,yes,Joko BNA,L,1995-02-24,PC Rakitan,MJ005,29000000.0,22230419.0,1995,Gen Z,6769581.0,162469944.0,696000000.0
BON01317,PEL00318,2023-08-23,Bekasi,PRD00013,25,10,4,no,Dedi KPS,L,1979-10-20,Monitor,Gigabyte,1100000.0,754049.0,1979,Gen X,345951.0,8648775.0,27500000.0
BON01318,PEL01616,2023-11-03,Tangerang,PRD00027,15,15,4,no,Joko COS,L,1980-07-10,Printer,Epson,1800000.0,1129863.0,1980,Milenial,670137.0,10052055.0,27000000.0
BON01319,PEL00065,2024-04-03,Bandung,PRD00074,13,0,1,yes,Agus ZQK,L,1965-11-08,PC Rakitan,MJ020,21500000.0,13410455.0,1965,Gen X,8089545.0,105164085.0,279500000.0
BON01320,PEL01533,2021-11-24,Tangerang,PRD00010,22,5,5,no,Rina KPC,P,1998-02-17,Monitor,BenQ,1950000.0,1409393.0,1998,Gen Z,540607.0,11893354.0,42900000.0
BON01321,PEL01281,2025-02-02,Bandung,PRD00066,24,10,3,no,Joko PLY,L,1991-09-13,PC Rakitan,MJ012,17500000.0,15168212.0,1991,Milenial,2331788.0,55962912.0,420000000.0
BON01322,PEL01539,2023-11-11,Depok,PRD00012,24,10,2,no,Rudi OOY,L,1976-02-17,Monitor,MSI,1800000.0,1596299.0,1976,Gen X,203701.0,4888824.0,43200000.0
BON01323,PEL00138,2024-05-27,Tangerang,PRD00065,29,10,4,no,Budi EKV,L,1993-11-21,PC Rakitan,MJ011,8000000.0,6254385.0,1993,Milenial,1745615.0,50622835.0,232000000.0
BON01324,PEL01161,2022-02-07,Bandung,PRD00005,21,0,4,no,Dewi NWT,P,1999-06-13,Mouse,Microsoft,225000.0,178221.0,1999,Gen Z,46779.0,982359.0,4725000.0
BON01325,PEL01899,2022-08-06,Depok,PRD00041,25,5,5,no,Joko VKN,L,1976-01-02,Speaker,Advance,900000.0,624242.0,1976,Gen X,275758.0,6893950.0,22500000.0
BON01326,PEL01281,2024-12-20,Depok,PRD00032,93,25,2,no,Joko PLY,L,1991-09-13,Printer,Lexmark,2500000.0,1828761.0,1991,Milenial,671239.0,62425227.0,232500000.0
BON01327,PEL01268,2024-09-18,Jakarta,PRD00049,20,5,2,no,Tina AYE,P,1997-12-12,Laptop,Dell,11750000.0,7974594.0,1997,Gen Z,3775406.0,75508120.0,235000000.0
BON01328,PEL01733,2024-06-11,Jakarta,PRD00065,12,10,4,no,Dedi WXG,L,2001-10-21,PC Rakitan,MJ011,8000000.0,6254385.0,2001,Gen Z,1745615.0,20947380.0,96000000.0
BON01330,PEL01178,2023-01-14,Bogor,PRD00034,21,15,2,no,Budi IQA,L,1987-09-28,Printer,Kyocera,2200000.0,1936263.0,1987,Milenial,263737.0,5538477.0,46200000.0
BON01331,PEL00296,2022-10-01,Depok,PRD00009,13,15,4,no,Rina BUU,P,2001-06-21,Monitor,Samsung,1600000.0,1139107.0,2001,Gen Z,460893.0,5991609.0,20800000.0
BON01332,PEL01128,2023-05-11,Jakarta,PRD00047,30,15,1,yes,Dedi CGG,L,1988-04-01,Laptop,HP,4750000.0,3623315.0,1988,Milenial,1126685.0,33800550.0,142500000.0
BON01333,PEL00650,2021-09-23,Tangerang,PRD00035,24,5,2,no,Dewi VRS,P,1984-06-13,Printer,Panasonic,2000000.0,1788056.0,1984,Milenial,211944.0,5086656.0,48000000.0
BON01334,PEL01851,2021-11-22,Tangerang,PRD00040,27,10,2,no,Budi SHV,L,1995-06-23,Speaker,Harman Kardon,500000.0,359780.0,1995,Gen Z,140220.0,3785940.0,13500000.0
BON01335,PEL00523,2022-04-08,Tangerang,PRD00019,15,15,5,no,Joko ANJ,L,1979-01-12,Keyboard,Brother,1150000.0,843532.0,1979,Gen X,306468.0,4597020.0,17250000.0
BON01336,PEL00461,2024-03-13,Tangerang,PRD00052,25,10,1,yes,Sari LYK,P,1978-04-09,Laptop,Microsoft,13500000.0,11312162.0,1978,Gen X,2187838.0,54695950.0,337500000.0
BON01337,PEL00921,2022-04-17,Tangerang,PRD00018,15,15,1,yes,Lia MUY,P,1981-08-16,Keyboard,HP,800000.0,605976.0,1981,Milenial,194024.0,2910360.0,12000000.0
BON01339,PEL00507,2024-03-24,Bekasi,PRD00022,10,10,3,no,Tina PGR,P,1979-08-16,Keyboard,Lexmark,550000.0,477099.0,1979,Gen X,72901.0,729010.0,5500000.0
BON01340,PEL02000,2023-09-08,Bogor,PRD00052,26,15,2,no,Budi DNQ,L,1981-05-22,Laptop,Microsoft,13500000.0,11312162.0,1981,Milenial,2187838.0,56883788.0,351000000.0
BON01341,PEL01413,2023-11-14,Bekasi,PRD00035,18,15,2,no,Dedi OIR,L,1974-02-06,Printer,Panasonic,2000000.0,1788056.0,1974,Gen X,211944.0,3814992.0,36000000.0
BON01342,PEL00451,2022-04-04,Tangerang,PRD00043,23,10,1,yes,Agus DBM,L,1983-12-06,Speaker,Simbadda,1000000.0,619214.0,1983,Milenial,380786.0,8758078.0,23000000.0
BON01344,PEL00308,2022-01-01,Depok,PRD00035,17,5,1,yes,Tina TDK,P,1998-10-26,Printer,Panasonic,2000000.0,1788056.0,1998,Gen Z,211944.0,3603048.0,34000000.0
BON01345,PEL00393,2025-02-11,Jakarta,PRD00027,19,0,1,yes,Budi FGZ,L,1974-05-26,Printer,Epson,1800000.0,1129863.0,1974,Gen X,670137.0,12732603.0,34200000.0
BON01349,PEL01796,2021-10-22,Jakarta,PRD00038,21,0,1,yes,Rudi XTN,L,1980-09-27,Speaker,Bose,1400000.0,929872.0,1980,Milenial,470128.0,9872688.0,29400000.0
BON01350,PEL01155,2022-05-23,Bandung,PRD00040,16,0,3,no,Rina LGK,P,1982-08-22,Speaker,Harman Kardon,500000.0,359780.0,1982,Milenial,140220.0,2243520.0,8000000.0
BON01351,PEL01131,2023-03-20,Bekasi,PRD00023,29,5,5,no,Agus BMM,L,1981-09-20,Keyboard,Ricoh,450000.0,375091.0,1981,Milenial,74909.0,2172361.0,13050000.0
BON01352,PEL00058,2023-05-24,Bogor,PRD00023,29,5,1,yes,Dedi IQP,L,1965-08-08,Keyboard,Ricoh,450000.0,375091.0,1965,Gen X,74909.0,2172361.0,13050000.0
BON01353,PEL01575,2023-12-24,Bogor,PRD00020,74,25,5,no,Agus YBU,L,1983-09-21,Keyboard,Samsung,600000.0,501505.0,1983,Milenial,98495.0,7288630.0,44400000.0
BON01354,PEL01291,2023-07-26,Bekasi,PRD00022,29,5,5,no,Joko RXB,L,1973-09-02,Keyboard,Lexmark,550000.0,477099.0,1973,Gen X,72901.0,2114129.0,15950000.0
BON01355,PEL01251,2025-02-23,Bogor,PRD00026,30,0,3,no,Rudi SZY,L,1990-10-08,Printer,Canon,1800000.0,1375032.0,1990,Milenial,424968.0,12749040.0,54000000.0
BON01356,PEL01193,2021-09-10,Bekasi,PRD00005,19,5,5,no,Tina RHX,P,2003-06-19,Mouse,Microsoft,225000.0,178221.0,2003,Gen Z,46779.0,888801.0,4275000.0
BON01358,PEL00589,2025-06-13,Bandung,PRD00020,27,5,5,no,Dewi EAJ,P,1999-06-21,Keyboard,Samsung,600000.0,501505.0,1999,Gen Z,98495.0,2659365.0,16200000.0
BON01359,PEL00470,2025-04-10,Jakarta,PRD00003,20,15,1,yes,Dedi UYZ,L,2005-04-18,Mouse,SteelSeries,450000.0,358724.0,2005,Gen Z,91276.0,1825520.0,9000000.0
BON01360,PEL00433,2023-03-01,Tangerang,PRD00025,30,15,2,no,Rina IWY,P,1993-07-08,Keyboard,Panasonic,400000.0,287728.0,1993,Milenial,112272.0,3368160.0,12000000.0
BON01361,PEL00575,2023-06-26,Bogor,PRD00002,25,5,1,yes,Rina VTL,P,1972-01-09,Mouse,Razer,125000.0,87603.0,1972,Gen X,37397.0,934925.0,3125000.0
BON01362,PEL01399,2021-02-19,Depok,PRD00043,20,15,2,no,Dewi VTG,P,2005-09-18,Speaker,Simbadda,1000000.0,619214.0,2005,Gen Z,380786.0,7615720.0,20000000.0
BON01363,PEL01494,2024-02-12,Bekasi,PRD00034,16,5,5,no,Tina HPO,P,2003-10-10,Printer,Kyocera,2200000.0,1936263.0,2003,Gen Z,263737.0,4219792.0,35200000.0
