no_bon,id_pelanggan,tanggal_bon,kota,id_produk,jumlah_terjual,diskon,rating,Komplain,nama_pelanggan,gender,tanggal_lahir,jenis_barang,merek_barang,harga_satuan,modal
BON05004,PEL00935,3/26/2022,Tangerang,PRD00044,21,15,3,no,Tina IYL,P,1/21/1996,Speaker,Polytron,200000.0,162998.0
BON05298,PEL01063,3/26/2022,Tangerang,PRD00016,15,15,2,no,Lia WYF,P,5/25/1980,Keyboard,Canon,1100000.0,902572.0
,PEL01523,3/26/2022,Jakarta,PRD00041,22,10,1,yes,Joko GZJ,L,4/13/1984,Speaker,Advance,900000.0,624242.0
BON06215,PEL00709,3/26/2022,Depok,PRD00029,17,0,5,no,Joko TWC,L,11/4/1991,Printer,Brother,900000.0,607976.0
BON07853,PEL01428,3/26/2022,Bogor,PRD00025,19,15,1,yes,Tina DHX,P,8/12/1986,Keyboard,Panasonic,400000.0,287728.0
BON08611,PEL01685,3/26/2022,Bogor,PRD00005,19,15,3,no,Budi ZIL,L,4/7/1968,Mouse,Microsoft,225000.0,178221.0
BON04128,PEL00339,3/27/2022,Bandung,PRD00031,21,0,3,no,Rudi ECA,L,6/22/1992,Printer,Xerox,2700000.0,1999288.0
BON04181,PEL00472,3/27/2022,Bogor,PRD00018,16,10,5,no,Tina ROJ,P,6/19/1979,Keyboard,HP,800000.0,605976.0
BON04666,PEL01615,3/27/2022,Bogor,PRD00029,10,15,3,no,Budi RXR,L,7/3/1988,Printer,Brother,900000.0,607976.0
BON04954,PEL01971,3/27/2022,Tangerang,PRD00015,11,15,1,yes,Dewi DLQ,P,4/3/1987,Monitor,ViewSonic,1950000.0,1227395.0
BON05048,PEL00851,3/27/2022,Bekasi,PRD00001,13,0,1,yes,Budi DQW,L,12/5/2003,Mouse,Logitech,125000.0,107423.0
BON05564,PEL00340,3/27/2022,Bekasi,PRD00015,13,15,3,no,Tina GWG,P,4/19/2002,Monitor,ViewSonic,1950000.0,1227395.0
BON06170,PEL00921,3/27/2022,Depok,PRD00036,16,10,3,no,Lia MUY,P,8/16/1981,Speaker,JBL,1200000.0,807918.0
BON07186,PEL00391,3/27/2022,Bogor,PRD00036,27,10,3,no,Dewi DFO,P,12/4/1973,Speaker,JBL,1200000.0,807918.0
BON02908,PEL00791,3/28/2022,Bandung,PRD00022,17,5,5,no,Dewi CGU,P,9/13/1967,Keyboard,Lexmark,550000.0,477099.0
BON05666,PEL01104,3/28/2022,Tangerang,PRD00016,22,15,5,no,Sari LUD,P,10/5/1981,Keyboard,Canon,1100000.0,902572.0
BON06053,PEL01997,3/28/2022,Depok,PRD00038,30,15,3,no,Budi ANP,L,2/7/2001,Speaker,Bose,1400000.0,929872.0
BON01081,PEL01936,4/1/2022,Bandung,PRD00017,29,15,3,no,Sari TJT,P,4/2/1977,Keyboard,Epson,1250000.0,983813.0
BON03962,PEL01115,4/1/2022,Bekasi,PRD00006,26,15,3,no,Agus AZK,L,7/4/1973,Monitor,LG,1900000.0,1147364.0
BON07234,PEL00597,4/1/2022,Depok,PRD00039,22,0,2,no,Tina XDD,P,2/10/1966,Speaker,Logitech,900000.0,573618.0
BON00273,PEL01680,4/2/2022,Bekasi,PRD00030,24,5,3,no,Tina FFS,P,2/10/1968,Printer,Samsung,2700000.0,1800182.0
BON01232,PEL00262,4/2/2022,Bogor,PRD00043,30,0,4,no,Tina WVS,P,10/27/1967,Speaker,Simbadda,1000000.0,619214.0
BON03658,PEL01756,4/2/2022,Bandung,PRD00033,21,10,1,yes,Lia DUB,P,12/10/2005,Printer,Ricoh,1800000.0,1412073.0
BON03701,PEL01320,4/2/2022,Bogor,PRD00033,16,5,2,no,Budi XHD,L,3/18/1995,Printer,Ricoh,1800000.0,1412073.0
BON05716,PEL00719,4/2/2022,Bogor,PRD00008,25,10,2,no,Tina IZA,P,10/17/1985,Monitor,ASUS,1850000.0,1548728.0
BON09437,PEL01183,4/2/2022,Bogor,PRD00010,12,5,4,no,Dedi PAH,L,5/17/1967,Monitor,BenQ,1950000.0,1409393.0
BON01508,PEL01274,4/3/2022,Jakarta,PRD00037,10,5,2,no,Joko NBP,L,11/7/1979,Speaker,Sony,700000.0,589264.0
BON02901,PEL00621,4/3/2022,Jakarta,PRD00008,17,10,4,no,Tina TRH,P,4/20/1977,Monitor,ASUS,1850000.0,1548728.0
BON03088,PEL01134,4/3/2022,Bogor,PRD00009,12,5,3,no,Budi ONS,L,5/21/1978,Monitor,Samsung,1600000.0,1139107.0
BON03260,PEL01160,4/3/2022,Bogor,PRD00020,10,5,5,no,Tina JFN,P,4/28/1969,Keyboard,Samsung,600000.0,501505.0
BON03931,PEL01126,4/3/2022,Bandung,PRD00011,15,15,1,yes,Tina QJJ,P,11/7/1971,Monitor,Acer,1000000.0,747733.0
,PEL00926,4/3/2022,Bandung,PRD00003,21,5,4,no,Lia IVQ,P,2/16/2005,Mouse,SteelSeries,450000.0,358724.0
BON05963,PEL00968,4/3/2022,Jakarta,PRD00031,12,5,4,no,Lia XPW,P,11/6/1994,Printer,Xerox,2700000.0,1999288.0
BON08123,PEL00507,4/3/2022,Depok,PRD00012,11,10,5,no,Tina PGR,P,8/16/1979,Monitor,MSI,1800000.0,1596299.0
BON08570,PEL00068,4/3/2022,Tangerang,PRD00005,25,10,2,no,Lia WLA,P,1/18/1967,Mouse,Microsoft,225000.0,178221.0
BON01342,PEL00451,4/4/2022,Tangerang,PRD00043,23,10,1,yes,Agus DBM,L,12/6/1983,Speaker,Simbadda,1000000.0,619214.0
BON01626,PEL00248,4/4/2022,Depok,PRD00003,28,10,2,no,Dedi KRK,L,7/17/1980,Mouse,SteelSeries,450000.0,358724.0
BON03782,PEL00576,4/4/2022,Jakarta,PRD00024,21,0,4,no,Lia WHM,P,6/2/1978,Keyboard,Kyocera,850000.0,759960.0
BON08358,PEL01916,4/4/2022,Tangerang,PRD00030,29,15,5,no,Tina HAB,P,6/19/1997,Printer,Samsung,2700000.0,1800182.0
BON09249,PEL00790,4/4/2022,Depok,PRD00029,23,0,3,no,Sari PZW,P,10/19/1975,Printer,Brother,900000.0,607976.0
BON00179,PEL01454,4/5/2022,Bogor,PRD00035,26,5,5,no,Rudi ZQX,L,4/21/1969,Printer,Panasonic,2000000.0,1788056.0
BON05431,PEL00159,4/5/2022,Depok,PRD00018,21,15,1,yes,Agus KXV,L,7/17/2005,Keyboard,HP,800000.0,605976.0
BON05878,PEL00642,4/5/2022,Depok,PRD00021,15,5,5,no,Dewi IGA,P,2/14/1974,Keyboard,Xerox,750000.0,514953.0
BON07523,PEL01970,4/5/2022,Bogor,PRD00031,25,5,3,no,Sari WGZ,P,9/21/1972,Printer,Xerox,2700000.0,1999288.0
BON07588,PEL01634,4/5/2022,Bekasi,PRD00038,29,5,3,no,Lia XTH,P,1/17/1993,Speaker,Bose,1400000.0,929872.0
BON09307,PEL01158,4/5/2022,Bandung,,26,5,4,no,Rudi ACE,L,7/20/1977,,,,
BON09369,PEL00500,4/5/2022,Bandung,PRD00031,12,10,1,yes,Joko DPO,L,9/5/1972,Printer,Xerox,2700000.0,1999288.0
BON00311,PEL00674,4/6/2022,Jakarta,PRD00038,28,15,2,no,Lia BMF,P,8/11/1975,Speaker,Bose,1400000.0,929872.0
BON00613,PEL00144,4/6/2022,Depok,PRD00044,23,5,5,no,Rudi NCE,L,9/20/1983,Speaker,Polytron,200000.0,162998.0
BON04878,PEL01296,4/6/2022,Jakarta,PRD00037,25,0,1,yes,Dewi JLN,P,12/24/1991,Speaker,Sony,700000.0,589264.0
BON00037,PEL00863,4/7/2022,Jakarta,PRD00022,25,0,1,yes,Joko ATY,L,12/10/1986,Keyboard,Lexmark,550000.0,477099.0
BON03808,PEL01526,4/7/2022,Bandung,PRD00005,25,10,5,no,Sari RUI,P,11/13/1980,Mouse,Microsoft,225000.0,178221.0
BON04690,PEL00796,4/7/2022,Bekasi,PRD00002,13,0,3,no,Tina UFZ,P,10/15/1973,Mouse,Razer,125000.0,87603.0
BON05619,PEL01697,4/7/2022,Tangerang,PRD00029,23,10,1,yes,Agus MFZ,L,5/14/1999,Printer,Brother,900000.0,607976.0
BON05695,PEL01846,4/7/2022,Depok,PRD00002,15,15,4,no,Agus SNX,L,12/21/1992,Mouse,Razer,125000.0,87603.0
,PEL00762,4/7/2022,Bogor,PRD00034,21,10,2,no,Lia WHK,P,2/19/1974,Printer,Kyocera,2200000.0,1936263.0
BON08424,PEL00044,4/7/2022,Bandung,PRD00044,28,10,2,no,Tina FKA,P,11/8/2002,Speaker,Polytron,200000.0,162998.0
BON09554,PEL01514,4/7/2022,,PRD00007,17,0,4,no,Budi TKZ,L,2/2/2004,Monitor,Dell,1850000.0,1578030.0
BON00805,PEL01247,4/8/2022,Depok,PRD00020,14,15,1,yes,Rina JDX,P,7/13/1982,Keyboard,Samsung,600000.0,501505.0
BON00885,PEL01306,4/8/2022,Bandung,PRD00044,10,15,5,no,Rina UAG,P,3/20/1968,Speaker,Polytron,200000.0,162998.0
BON01335,PEL00523,4/8/2022,Tangerang,PRD00019,15,15,5,no,Joko ANJ,L,1/12/1979,Keyboard,Brother,1150000.0,843532.0
BON01484,PEL00119,4/8/2022,,PRD00029,19,10,2,no,Tina BWV,P,3/10/1972,Printer,Brother,900000.0,607976.0
BON01987,PEL00021,4/8/2022,Bogor,PRD00027,29,0,1,yes,Tina FJX,P,6/13/1990,Printer,Epson,1800000.0,1129863.0
BON05765,PEL01786,4/8/2022,Tangerang,PRD00017,13,0,4,no,Sari JWP,P,1/1/1998,Keyboard,Epson,1250000.0,983813.0
BON07975,PEL00524,4/8/2022,Bekasi,PRD00019,23,10,3,no,Lia FCO,P,11/7/1971,Keyboard,Brother,1150000.0,843532.0
BON02405,PEL01875,4/9/2022,Bekasi,PRD00019,29,0,4,no,Rina IQB,P,2/11/1998,Keyboard,Brother,1150000.0,843532.0
BON02778,PEL00611,4/9/2022,Tangerang,PRD00027,15,10,3,no,Dewi UHB,P,5/6/1981,Printer,Epson,1800000.0,1129863.0
BON03013,PEL00299,4/9/2022,Depok,PRD00034,29,0,3,no,Agus WSO,L,6/6/1971,Printer,Kyocera,2200000.0,1936263.0
BON04676,PEL01660,4/9/2022,Bandung,PRD00036,18,15,1,yes,Budi FBB,L,2/25/1985,Speaker,JBL,1200000.0,807918.0
BON08472,PEL01084,4/9/2022,Bekasi,PRD00015,23,5,1,yes,Rudi UKZ,L,7/7/1986,Monitor,ViewSonic,1950000.0,1227395.0
BON08833,PEL00258,4/9/2022,Tangerang,PRD00030,12,15,3,no,Joko LOG,L,12/16/1976,Printer,Samsung,2700000.0,1800182.0
BON09185,PEL00859,4/9/2022,Tangerang,PRD00007,17,0,4,no,Rina WOG,P,1/18/2000,Monitor,Dell,1850000.0,1578030.0
BON00228,PEL01535,4/10/2022,Tangerang,PRD00007,26,5,3,no,Joko GDE,L,12/2/1983,Monitor,Dell,1850000.0,1578030.0
BON03536,PEL01099,4/10/2022,Bogor,PRD00022,19,0,3,no,Rina GRA,P,7/7/2000,Keyboard,Lexmark,550000.0,477099.0
BON03823,PEL00310,4/10/2022,Jakarta,PRD00002,20,15,1,yes,Sari YEJ,P,11/14/2001,Mouse,Razer,125000.0,87603.0
BON04234,PEL01273,4/10/2022,Bekasi,PRD00019,25,0,1,yes,Dedi ECG,L,5/23/1982,Keyboard,Brother,1150000.0,843532.0
BON05363,PEL01564,4/10/2022,Bandung,PRD00036,17,10,1,yes,Sari YNS,P,6/14/1973,Speaker,JBL,1200000.0,807918.0
BON09186,PEL00286,4/10/2022,Bandung,PRD00014,30,0,4,no,Dedi JGK,L,12/17/1980,Monitor,Eizo,750000.0,557724.0
BON02197,PEL01273,4/11/2022,Depok,PRD00022,27,5,2,no,Dedi ECG,L,5/23/1982,Keyboard,Lexmark,550000.0,477099.0
BON02565,PEL01748,4/11/2022,Depok,PRD00015,14,5,2,no,Sari KNJ,P,10/7/1987,Monitor,ViewSonic,1950000.0,1227395.0
BON04428,PEL00548,4/11/2022,Depok,PRD00017,20,5,1,yes,Joko OZY,L,6/13/1970,Keyboard,Epson,1250000.0,983813.0
BON04855,PEL01688,4/11/2022,Jakarta,PRD00027,20,0,3,no,Joko SPN,L,4/5/1996,Printer,Epson,1800000.0,1129863.0
BON07353,PEL00256,4/11/2022,Bandung,PRD00024,15,15,1,yes,Dewi BTN,P,2/24/2002,Keyboard,Kyocera,850000.0,759960.0
BON08735,PEL01246,4/11/2022,Bekasi,PRD00042,30,0,4,no,Rina BTQ,P,10/28/1990,Speaker,Robot,1500000.0,1241712.0
BON01706,PEL01538,4/12/2022,Bogor,PRD00012,20,0,1,yes,Lia ZCQ,P,7/3/2004,Monitor,MSI,1800000.0,1596299.0
BON03940,PEL01564,4/12/2022,Bogor,PRD00005,11,10,2,no,Sari YNS,P,6/14/1973,Mouse,Microsoft,225000.0,178221.0
BON04338,PEL00501,4/12/2022,Bogor,PRD00034,26,15,5,no,Budi ZQM,L,10/20/1982,Printer,Kyocera,2200000.0,1936263.0
BON05761,PEL01652,4/12/2022,Bekasi,,12,0,4,no,Budi XVV,L,2/25/1994,,,,
BON06450,PEL00124,4/12/2022,Depok,PRD00037,25,15,5,no,Dedi CRE,L,1/3/2004,Speaker,Sony,700000.0,589264.0
BON07783,PEL00848,4/12/2022,Depok,PRD00011,28,15,3,no,Rudi USM,L,6/5/1981,Monitor,Acer,1000000.0,747733.0
BON08736,PEL02000,4/12/2022,Bogor,PRD00004,24,10,1,yes,Budi DNQ,L,5/22/1981,Mouse,Corsair,425000.0,267954.0
BON09084,PEL01302,4/12/2022,Bandung,PRD00009,29,0,1,yes,Joko YQS,L,8/26/2003,Monitor,Samsung,1600000.0,1139107.0
BON00236,PEL00772,4/13/2022,Bogor,PRD00033,16,5,3,no,Dewi TFF,P,4/21/1981,Printer,Ricoh,1800000.0,1412073.0
BON01873,PEL01583,4/13/2022,Tangerang,PRD00041,18,0,3,no,Rudi BZC,L,10/4/1965,Speaker,Advance,900000.0,624242.0
BON03537,PEL01110,4/13/2022,Tangerang,PRD00025,22,0,1,yes,Joko RFJ,L,12/4/1983,Keyboard,Panasonic,400000.0,287728.0
BON05891,PEL00957,4/13/2022,Jakarta,PRD00015,25,10,4,no,Dedi QHC,L,8/9/1968,Monitor,ViewSonic,1950000.0,1227395.0
BON06365,PEL00096,4/13/2022,Tangerang,PRD00021,20,5,5,no,Agus XCM,L,1/24/1972,Keyboard,Xerox,750000.0,514953.0
BON07515,PEL00303,4/13/2022,Bandung,PRD00029,20,15,4,no,Tina ALQ,P,9/16/1965,Printer,Brother,900000.0,607976.0
BON00866,PEL01215,4/14/2022,Bogor,PRD00006,17,10,1,yes,Sari TGR,P,7/7/1984,Monitor,LG,1900000.0,1147364.0
BON06819,PEL01433,4/14/2022,Bandung,PRD00005,25,10,2,no,Agus CQB,L,11/16/1984,Mouse,Microsoft,225000.0,178221.0
BON08070,PEL01444,4/14/2022,Bandung,PRD00027,28,0,1,yes,Sari TKD,P,2/4/1965,Printer,Epson,1800000.0,1129863.0
BON09697,PEL00922,4/14/2022,Bandung,PRD00002,18,10,5,no,Tina IYI,P,10/7/2005,Mouse,Razer,125000.0,87603.0
BON03056,PEL00763,4/15/2022,Tangerang,PRD00044,17,10,5,no,Joko HGC,L,5/6/1987,Speaker,Polytron,200000.0,162998.0
BON05509,PEL00898,4/15/2022,Bekasi,PRD00018,28,15,4,no,Sari TKR,P,12/28/2003,Keyboard,HP,800000.0,605976.0
BON06789,PEL00539,4/15/2022,Depok,PRD00020,26,0,1,yes,Dedi UNJ,L,1/9/2005,Keyboard,Samsung,600000.0,501505.0
BON07125,PEL01483,4/15/2022,Tangerang,PRD00020,22,15,2,no,Dewi ZQF,P,6/21/2002,Keyboard,Samsung,600000.0,501505.0
BON00553,PEL00468,4/16/2022,Jakarta,PRD00016,21,10,1,yes,Dedi YFS,L,2/9/1979,Keyboard,Canon,1100000.0,902572.0
BON00562,PEL01953,4/16/2022,Jakarta,PRD00006,21,0,1,yes,Dewi ZYJ,P,6/25/1980,Monitor,LG,1900000.0,1147364.0
BON00957,PEL00712,4/16/2022,Depok,PRD00022,12,15,3,no,Lia QHZ,P,10/21/1973,Keyboard,Lexmark,550000.0,477099.0
BON01012,PEL00186,4/16/2022,Depok,PRD00018,18,5,2,no,Sari PZV,P,5/14/1987,Keyboard,HP,800000.0,605976.0
BON01168,PEL01686,4/16/2022,Tangerang,PRD00043,12,15,2,no,Dedi FPV,L,5/16/1992,Speaker,Simbadda,1000000.0,619214.0
BON01179,PEL00752,4/16/2022,Bekasi,PRD00025,17,0,2,no,Rudi DRS,L,7/17/1980,Keyboard,Panasonic,400000.0,287728.0
BON02113,PEL00414,4/16/2022,Bandung,PRD00022,10,0,4,no,Agus OSS,L,4/3/1995,Keyboard,Lexmark,550000.0,477099.0
BON02601,PEL00555,4/16/2022,Bandung,PRD00019,14,10,5,no,Tina ADY,P,2/27/1984,Keyboard,Brother,1150000.0,843532.0
BON02832,PEL01131,4/16/2022,Bandung,PRD00041,28,0,1,yes,Agus BMM,L,9/20/1981,Speaker,Advance,900000.0,624242.0
BON04229,PEL01732,4/16/2022,Jakarta,PRD00037,24,0,3,no,Lia TFK,P,5/25/1982,Speaker,Sony,700000.0,589264.0
BON05996,PEL00648,4/16/2022,Bogor,PRD00009,14,10,4,no,Lia IPC,P,10/24/1978,Monitor,Samsung,1600000.0,1139107.0
BON06335,PEL01262,4/16/2022,Bekasi,PRD00023,13,15,1,yes,Rudi TVH,L,12/24/2002,Keyboard,Ricoh,450000.0,375091.0
BON06658,PEL01395,4/16/2022,Jakarta,PRD00022,11,0,5,no,Joko CRB,L,2/8/1970,Keyboard,Lexmark,550000.0,477099.0
BON08474,PEL00164,4/16/2022,Bandung,PRD00040,14,5,2,no,Dewi FOU,P,3/26/1978,Speaker,Harman Kardon,500000.0,359780.0
BON00645,PEL00819,4/17/2022,Tangerang,PRD00035,15,5,1,yes,Dewi AUN,P,8/21/1980,Printer,Panasonic,2000000.0,1788056.0
BON00662,PEL01226,4/17/2022,Tangerang,PRD00036,25,5,5,no,Agus WWX,L,2/20/1984,Speaker,JBL,1200000.0,807918.0
BON01337,PEL00921,4/17/2022,Tangerang,PRD00018,15,15,1,yes,Lia MUY,P,8/16/1981,Keyboard,HP,800000.0,605976.0
BON02435,PEL00520,4/17/2022,Bekasi,PRD00002,29,0,4,no,Joko WLJ,L,11/13/1988,Mouse,Razer,125000.0,87603.0
BON03664,PEL00428,4/17/2022,Bandung,PRD00013,15,0,4,no,Lia IWQ,P,6/3/1980,Monitor,Gigabyte,1100000.0,754049.0
,PEL01161,4/17/2022,Depok,PRD00003,22,0,4,no,Dewi NWT,P,6/13/1999,Mouse,SteelSeries,450000.0,358724.0
BON00831,PEL01126,4/18/2022,Bekasi,PRD00028,23,0,5,no,Tina QJJ,P,11/7/1971,Printer,HP,2800000.0,1776707.0
BON03680,PEL00482,4/18/2022,Bekasi,PRD00009,16,10,1,yes,Agus OTL,L,10/6/1994,Monitor,Samsung,1600000.0,1139107.0
BON03812,PEL00151,4/18/2022,Jakarta,PRD00030,19,10,2,no,Joko NSK,L,5/7/1974,Printer,Samsung,2700000.0,1800182.0
BON05322,PEL01336,4/18/2022,Bandung,PRD00031,22,15,4,no,Joko JGU,L,2/16/1982,Printer,Xerox,2700000.0,1999288.0
BON07427,PEL00609,4/18/2022,Jakarta,PRD00013,12,0,5,no,Budi OLT,L,11/11/1997,Monitor,Gigabyte,1100000.0,754049.0
BON09824,PEL01514,4/18/2022,Bekasi,PRD00015,30,10,4,no,Budi TKZ,L,2/2/2004,Monitor,ViewSonic,1950000.0,1227395.0
BON02011,PEL01037,4/19/2022,Bogor,PRD00038,28,15,5,no,Dewi JXG,P,12/14/1971,Speaker,Bose,1400000.0,929872.0
BON02579,PEL00068,4/19/2022,Bekasi,PRD00042,16,5,3,no,Lia WLA,P,1/18/1967,Speaker,Robot,1500000.0,1241712.0
BON04474,PEL01912,4/19/2022,Jakarta,PRD00041,19,0,2,no,Dedi CYJ,L,2/3/1969,Speaker,Advance,900000.0,624242.0
BON05115,PEL01693,4/19/2022,Tangerang,PRD00040,24,5,5,no,Rudi RDA,L,5/27/1996,Speaker,Harman Kardon,500000.0,359780.0
BON05655,PEL00204,4/19/2022,Bogor,PRD00023,21,15,4,no,Dedi JTF,L,2/16/1969,Keyboard,Ricoh,450000.0,375091.0
BON07764,PEL01527,4/19/2022,Bandung,PRD00041,17,5,3,no,Dedi SKB,L,5/17/1999,Speaker,Advance,900000.0,624242.0
BON00531,PEL00803,4/20/2022,Bekasi,PRD00033,23,15,3,no,Dedi YNK,L,3/12/1993,Printer,Ricoh,1800000.0,1412073.0
BON03247,PEL00808,4/20/2022,Bogor,PRD00027,18,5,4,no,Joko JQN,L,7/6/1981,Printer,Epson,1800000.0,1129863.0
BON07753,PEL01176,4/20/2022,Tangerang,PRD00029,18,15,2,no,Lia UNL,P,5/24/1985,Printer,Brother,900000.0,607976.0
BON08783,PEL00337,4/20/2022,Depok,PRD00018,24,5,4,no,Dewi BWP,P,11/17/1980,Keyboard,HP,800000.0,605976.0
BON00277,PEL01804,4/21/2022,Depok,PRD00042,26,0,4,no,Dedi VWZ,L,4/28/1983,Speaker,Robot,1500000.0,1241712.0
BON05540,PEL00757,4/21/2022,Jakarta,PRD00043,26,5,5,no,Joko KBE,L,7/13/1969,Speaker,Simbadda,1000000.0,619214.0
BON08977,PEL00233,4/21/2022,Bandung,PRD00002,26,10,3,no,Dewi LSK,P,12/17/1970,Mouse,Razer,125000.0,87603.0
BON09033,PEL00145,4/21/2022,Bekasi,PRD00028,12,5,1,yes,Budi DVH,L,4/2/1997,Printer,HP,2800000.0,1776707.0
BON01734,PEL01840,4/22/2022,Depok,PRD00010,16,15,5,no,Rudi RUR,L,1/13/2003,Monitor,BenQ,1950000.0,1409393.0
BON02956,PEL01707,4/22/2022,Bandung,PRD00022,26,5,4,no,Rudi WOM,L,10/6/1975,Keyboard,Lexmark,550000.0,477099.0
BON05762,PEL00813,4/22/2022,Bogor,PRD00011,20,15,1,yes,Rudi QVJ,L,7/25/1969,Monitor,Acer,1000000.0,747733.0
BON06002,PEL01452,4/22/2022,Depok,PRD00038,15,10,4,no,Dedi DVP,L,7/3/1983,Speaker,Bose,1400000.0,929872.0
BON06571,PEL00538,4/22/2022,Bogor,PRD00027,12,15,3,no,Lia TZE,P,2/11/1974,Printer,Epson,1800000.0,1129863.0
BON08352,PEL00393,4/22/2022,Depok,PRD00012,14,5,2,no,Budi FGZ,L,5/26/1974,Monitor,MSI,1800000.0,1596299.0
BON09639,PEL01936,4/22/2022,Bandung,PRD00011,11,0,2,no,Sari TJT,P,4/2/1977,Monitor,Acer,1000000.0,747733.0
BON01922,PEL00773,4/23/2022,Bandung,PRD00009,10,15,1,yes,Sari YZY,P,9/17/1993,Monitor,Samsung,1600000.0,1139107.0
BON02671,PEL00822,4/23/2022,Bogor,PRD00035,17,0,5,no,Dedi XEN,L,9/12/1974,Printer,Panasonic,2000000.0,1788056.0
BON06100,PEL01689,4/23/2022,Depok,PRD00023,20,0,5,no,Rina CWE,P,11/27/2001,Keyboard,Ricoh,450000.0,375091.0
BON08979,PEL01860,4/23/2022,Bekasi,PRD00043,27,0,1,yes,Dedi TBH,L,1/17/2005,Speaker,Simbadda,1000000.0,619214.0
BON00979,PEL00454,4/24/2022,Bekasi,PRD00005,17,5,1,yes,Sari GHJ,P,9/9/1994,Mouse,Microsoft,225000.0,178221.0
BON01243,PEL00153,4/24/2022,Bogor,PRD00037,25,10,1,yes,Sari BSF,P,9/21/1974,Speaker,Sony,700000.0,589264.0
BON01876,PEL00451,4/24/2022,Jakarta,PRD00027,18,10,1,yes,Agus DBM,L,12/6/1983,Printer,Epson,1800000.0,1129863.0
BON02674,PEL00523,4/24/2022,Bogor,PRD00030,13,0,3,no,Joko ANJ,L,1/12/1979,Printer,Samsung,2700000.0,1800182.0
BON03045,PEL01444,4/24/2022,Bogor,PRD00029,27,10,4,no,Sari TKD,P,2/4/1965,Printer,Brother,900000.0,607976.0
BON08366,PEL01467,4/24/2022,Bogor,PRD00029,28,15,4,no,Joko EYC,L,2/12/1971,Printer,Brother,900000.0,607976.0
BON00672,PEL00325,4/25/2022,Tangerang,PRD00007,23,15,3,no,Agus PCJ,L,10/5/1973,Monitor,Dell,1850000.0,1578030.0
BON00818,PEL01507,4/25/2022,Bekasi,PRD00009,23,0,4,no,Dedi ERY,L,8/26/1993,Monitor,Samsung,1600000.0,1139107.0
BON01617,PEL00839,4/25/2022,Bandung,PRD00003,17,5,2,no,Sari WSX,P,12/22/1974,Mouse,SteelSeries,450000.0,358724.0
BON03934,PEL01005,4/25/2022,Jakarta,PRD00030,16,10,3,no,Budi KTD,L,3/23/2001,Printer,Samsung,2700000.0,1800182.0
BON03947,PEL00799,4/25/2022,Bogor,PRD00003,26,5,1,yes,Rina FWI,P,10/7/1998,Mouse,SteelSeries,450000.0,358724.0
BON05076,PEL00224,4/25/2022,Bekasi,PRD00021,11,0,4,no,Joko HRK,L,6/12/1988,Keyboard,Xerox,750000.0,514953.0
BON06061,PEL00069,4/25/2022,Bandung,PRD00010,26,0,4,no,Tina ULZ,P,6/23/1993,Monitor,BenQ,1950000.0,1409393.0
BON06655,PEL01738,4/25/2022,Jakarta,PRD00029,18,0,5,no,Agus DAJ,L,12/25/1987,Printer,Brother,900000.0,607976.0
BON07429,PEL00173,4/25/2022,Tangerang,PRD00012,25,15,2,no,Budi REP,L,4/4/1988,Monitor,MSI,1800000.0,1596299.0
BON07983,PEL01045,4/25/2022,Bekasi,PRD00028,16,15,5,no,Budi HSX,L,3/22/1968,Printer,HP,2800000.0,1776707.0
BON09119,PEL00948,4/25/2022,Jakarta,PRD00035,29,5,4,no,Rudi KTN,L,11/10/1972,Printer,Panasonic,2000000.0,1788056.0
BON09559,PEL01352,4/25/2022,Tangerang,PRD00033,19,10,1,yes,Rina NYQ,P,1/28/1995,Printer,Ricoh,1800000.0,1412073.0
BON09883,PEL00193,4/25/2022,Depok,PRD00019,10,15,4,no,Budi XLX,L,9/26/1971,Keyboard,Brother,1150000.0,843532.0
BON01097,PEL01537,4/26/2022,Jakarta,PRD00031,15,10,2,no,Dewi VDA,P,8/28/1975,Printer,Xerox,2700000.0,1999288.0
BON03938,PEL00738,4/26/2022,Tangerang,PRD00022,25,15,2,no,Dewi ZFP,P,5/18/1968,Keyboard,Lexmark,550000.0,477099.0
BON05453,PEL01044,4/26/2022,Depok,PRD00003,26,0,2,no,Sari GXY,P,2/28/1985,Mouse,SteelSeries,450000.0,358724.0
BON08764,PEL01701,4/26/2022,Depok,PRD00017,28,0,1,yes,Agus YCY,L,6/25/1990,Keyboard,Epson,1250000.0,983813.0
BON00524,PEL00292,4/27/2022,Depok,PRD00037,20,5,3,no,Rudi YQB,L,7/13/1981,Speaker,Sony,700000.0,589264.0
BON00807,PEL00558,4/27/2022,Depok,PRD00004,22,5,2,no,Rudi ZYX,L,10/15/1990,Mouse,Corsair,425000.0,267954.0
BON01174,PEL01493,4/27/2022,Bogor,PRD00026,14,10,1,yes,Agus VAE,L,5/25/1995,Printer,Canon,1800000.0,1375032.0
BON02157,PEL00141,4/27/2022,Bekasi,PRD00030,19,10,5,no,Tina LLH,P,8/13/1968,Printer,Samsung,2700000.0,1800182.0
BON05179,PEL00948,4/27/2022,Depok,PRD00041,14,10,4,no,Rudi KTN,L,11/10/1972,Speaker,Advance,900000.0,624242.0
BON05884,PEL01703,4/27/2022,Bekasi,PRD00041,24,0,5,no,Rudi VXH,L,8/20/1975,Speaker,Advance,900000.0,624242.0
